category,zip code
OTHER OFFENSES,94134
OTHER OFFENSES,94124
SUSPICIOUS OCC,94121
DRUG/NARCOTIC,94117
SUSPICIOUS OCC,94108
ASSAULT,94102
SUSPICIOUS OCC,94133
NON-CRIMINAL,94104
LARCENY/THEFT,94108
ASSAULT,94107
OTHER OFFENSES,94107
LARCENY/THEFT,94141
OTHER OFFENSES,94118
WARRANTS,Not in San Francisco
VANDALISM,94101
NON-CRIMINAL,94108
OTHER OFFENSES,94118
OTHER OFFENSES,94108
OTHER OFFENSES,94108
FRAUD,94141
OTHER OFFENSES,94115
OTHER OFFENSES,94101
OTHER OFFENSES,94102
STOLEN PROPERTY,94108
BURGLARY,94134
VANDALISM,94101
OTHER OFFENSES,94124
OTHER OFFENSES,94141
VEHICLE THEFT,94102
NON-CRIMINAL,94107
OTHER OFFENSES,94141
OTHER OFFENSES,94108
DRUNKENNESS,94104
ROBBERY,94104
NON-CRIMINAL,94108
LARCENY/THEFT,94102
NON-CRIMINAL,94101
"SEX OFFENSES, FORCIBLE",94104
SECONDARY CODES,94114
NON-CRIMINAL,94124
SECONDARY CODES,94131
OTHER OFFENSES,94123
NON-CRIMINAL,94102
DRUG/NARCOTIC,94108
ASSAULT,94141
FRAUD,94102
DRUG/NARCOTIC,94108
NON-CRIMINAL,94104
DRUNKENNESS,94143
EMBEZZLEMENT,94141
SUSPICIOUS OCC,94114
NON-CRIMINAL,94141
"SEX OFFENSES, FORCIBLE",94133
ROBBERY,94104
BURGLARY,94134
OTHER OFFENSES,94117
NON-CRIMINAL,94115
OTHER OFFENSES,94111
OTHER OFFENSES,94134
FRAUD,94131
DRUNKENNESS,94118
LARCENY/THEFT,94105
ASSAULT,94108
NON-CRIMINAL,94143
OTHER OFFENSES,94141
NON-CRIMINAL,94133
NON-CRIMINAL,94108
OTHER OFFENSES,94108
ROBBERY,94108
SUSPICIOUS OCC,94107
ASSAULT,94108
SECONDARY CODES,94141
OTHER OFFENSES,94124
SUSPICIOUS OCC,94108
ASSAULT,94104
NON-CRIMINAL,94101
OTHER OFFENSES,94124
SUSPICIOUS OCC,94102
EMBEZZLEMENT,94133
VEHICLE THEFT,94102
SUSPICIOUS OCC,94129
NON-CRIMINAL,94133
OTHER OFFENSES,94141
VANDALISM,94121
OTHER OFFENSES,94141
OTHER OFFENSES,94104
OTHER OFFENSES,94108
LARCENY/THEFT,94102
ASSAULT,94102
NON-CRIMINAL,94115
OTHER OFFENSES,94102
DRUG/NARCOTIC,94117
WARRANTS,94102
OTHER OFFENSES,94122
LARCENY/THEFT,94108
LARCENY/THEFT,94123
VANDALISM,94102
LARCENY/THEFT,94108
ASSAULT,94134
LARCENY/THEFT,94104
ASSAULT,94122
OTHER OFFENSES,Not in San Francisco
DRUG/NARCOTIC,94108
OTHER OFFENSES,94118
VANDALISM,94109
OTHER OFFENSES,94124
BURGLARY,94108
NON-CRIMINAL,94133
OTHER OFFENSES,94112
NON-CRIMINAL,94133
WARRANTS,94117
ASSAULT,94141
LARCENY/THEFT,94101
NON-CRIMINAL,94105
NON-CRIMINAL,94133
VANDALISM,94114
ASSAULT,94108
OTHER OFFENSES,94122
OTHER OFFENSES,94141
WARRANTS,94102
OTHER OFFENSES,94121
ASSAULT,94114
LARCENY/THEFT,94115
OTHER OFFENSES,94115
NON-CRIMINAL,94111
ASSAULT,Not in San Francisco
DISORDERLY CONDUCT,94133
LARCENY/THEFT,94122
OTHER OFFENSES,94121
OTHER OFFENSES,94108
OTHER OFFENSES,94117
SECONDARY CODES,94102
NON-CRIMINAL,94188
ASSAULT,94109
WARRANTS,94101
NON-CRIMINAL,Not in San Francisco
OTHER OFFENSES,94141
SUSPICIOUS OCC,94133
ASSAULT,94141
WARRANTS,94124
LARCENY/THEFT,94116
LARCENY/THEFT,94132
OTHER OFFENSES,94115
SUSPICIOUS OCC,94121
LARCENY/THEFT,94132
LARCENY/THEFT,94131
OTHER OFFENSES,94102
LARCENY/THEFT,94104
ASSAULT,94124
RECOVERED VEHICLE,94188
NON-CRIMINAL,94101
OTHER OFFENSES,94108
OTHER OFFENSES,94101
DRUG/NARCOTIC,94121
OTHER OFFENSES,94102
EMBEZZLEMENT,94111
NON-CRIMINAL,94101
ASSAULT,94133
NON-CRIMINAL,94101
OTHER OFFENSES,94101
ROBBERY,94124
FRAUD,94134
VANDALISM,94108
FORGERY/COUNTERFEITING,94101
OTHER OFFENSES,94110
ASSAULT,94102
OTHER OFFENSES,94110
LARCENY/THEFT,94143
LARCENY/THEFT,94108
NON-CRIMINAL,94108
OTHER OFFENSES,94141
OTHER OFFENSES,94112
ASSAULT,94101
BURGLARY,94132
OTHER OFFENSES,94122
VANDALISM,94102
SUSPICIOUS OCC,94104
NON-CRIMINAL,94102
LARCENY/THEFT,94108
TRESPASS,94124
WARRANTS,94107
LARCENY/THEFT,94107
OTHER OFFENSES,94115
FRAUD,94124
LARCENY/THEFT,94105
TRESPASS,94107
SUSPICIOUS OCC,94112
OTHER OFFENSES,Not in San Francisco
ROBBERY,94101
VANDALISM,Not in San Francisco
LARCENY/THEFT,94108
NON-CRIMINAL,94141
TRESPASS,94130
OTHER OFFENSES,94112
OTHER OFFENSES,94134
SUSPICIOUS OCC,94108
BURGLARY,94105
FRAUD,94101
ASSAULT,94114
OTHER OFFENSES,94124
LARCENY/THEFT,94133
SUSPICIOUS OCC,Not in San Francisco
FRAUD,94108
NON-CRIMINAL,94109
VEHICLE THEFT,94131
KIDNAPPING,94101
OTHER OFFENSES,94109
NON-CRIMINAL,94114
FRAUD,94123
OTHER OFFENSES,94108
VANDALISM,94115
BURGLARY,94158
VANDALISM,94124
ASSAULT,94108
OTHER OFFENSES,94115
ASSAULT,94109
LARCENY/THEFT,94131
NON-CRIMINAL,94124
NON-CRIMINAL,94101
LARCENY/THEFT,94109
OTHER OFFENSES,94127
OTHER OFFENSES,94114
LARCENY/THEFT,94123
NON-CRIMINAL,94121
OTHER OFFENSES,94143
LARCENY/THEFT,94118
ASSAULT,94101
ASSAULT,94101
SECONDARY CODES,94115
LARCENY/THEFT,94110
STOLEN PROPERTY,94114
LARCENY/THEFT,94129
LARCENY/THEFT,94132
NON-CRIMINAL,94133
VANDALISM,94112
OTHER OFFENSES,94102
OTHER OFFENSES,94108
ROBBERY,94141
ASSAULT,94110
VANDALISM,94134
VEHICLE THEFT,94114
OTHER OFFENSES,94111
LARCENY/THEFT,94123
MISSING PERSON,94101
SUSPICIOUS OCC,94141
ASSAULT,94115
OTHER OFFENSES,94141
MISSING PERSON,94101
NON-CRIMINAL,94124
LARCENY/THEFT,94111
OTHER OFFENSES,94112
FRAUD,94133
KIDNAPPING,94108
NON-CRIMINAL,94133
NON-CRIMINAL,94115
BURGLARY,94104
DRUG/NARCOTIC,94141
DRUG/NARCOTIC,94117
NON-CRIMINAL,94104
LARCENY/THEFT,94101
WARRANTS,94101
DRUG/NARCOTIC,94102
NON-CRIMINAL,94101
LARCENY/THEFT,Not in San Francisco
NON-CRIMINAL,94141
NON-CRIMINAL,Not in San Francisco
NON-CRIMINAL,94109
OTHER OFFENSES,94141
SECONDARY CODES,94107
LARCENY/THEFT,94104
SUSPICIOUS OCC,94108
EMBEZZLEMENT,94108
OTHER OFFENSES,94107
SECONDARY CODES,94107
NON-CRIMINAL,94101
OTHER OFFENSES,Not in San Francisco
FRAUD,94108
OTHER OFFENSES,94112
OTHER OFFENSES,94114
OTHER OFFENSES,94131
STOLEN PROPERTY,Not in San Francisco
VANDALISM,94114
LARCENY/THEFT,94108
EMBEZZLEMENT,94115
ASSAULT,94111
SUSPICIOUS OCC,94188
LARCENY/THEFT,94102
OTHER OFFENSES,94108
LARCENY/THEFT,94101
DRUNKENNESS,94101
OTHER OFFENSES,94124
VANDALISM,94134
VANDALISM,94131
VANDALISM,94132
OTHER OFFENSES,94124
SUSPICIOUS OCC,94108
OTHER OFFENSES,Not in San Francisco
BURGLARY,94111
ASSAULT,94114
BURGLARY,94109
NON-CRIMINAL,Not in San Francisco
ASSAULT,94122
NON-CRIMINAL,94102
OTHER OFFENSES,94112
LARCENY/THEFT,94101
OTHER OFFENSES,94108
SUSPICIOUS OCC,94102
LARCENY/THEFT,94118
OTHER OFFENSES,94109
NON-CRIMINAL,94104
DRUG/NARCOTIC,94108
SUSPICIOUS OCC,94108
FRAUD,94118
VANDALISM,94117
WARRANTS,94117
SECONDARY CODES,94108
MISSING PERSON,Not in San Francisco
LARCENY/THEFT,94102
LARCENY/THEFT,94102
FRAUD,94104
NON-CRIMINAL,94108
LARCENY/THEFT,94102
FRAUD,94111
OTHER OFFENSES,94188
VEHICLE THEFT,94110
MISSING PERSON,94121
STOLEN PROPERTY,94108
LARCENY/THEFT,94131
FORGERY/COUNTERFEITING,94141
ASSAULT,94101
BURGLARY,94114
VANDALISM,94108
SECONDARY CODES,94141
DRUG/NARCOTIC,94110
OTHER OFFENSES,94122
ASSAULT,94104
LARCENY/THEFT,94110
ASSAULT,94134
OTHER OFFENSES,94124
FRAUD,94127
NON-CRIMINAL,94108
OTHER OFFENSES,94188
LARCENY/THEFT,94101
SUSPICIOUS OCC,Not in San Francisco
SUSPICIOUS OCC,94141
NON-CRIMINAL,94101
MISSING PERSON,94121
OTHER OFFENSES,94129
VANDALISM,94133
VEHICLE THEFT,94112
LIQUOR LAWS,94188
ASSAULT,94143
EXTORTION,94101
LARCENY/THEFT,94102
NON-CRIMINAL,94107
VANDALISM,94134
ASSAULT,94104
LARCENY/THEFT,94123
ROBBERY,94133
OTHER OFFENSES,94108
LARCENY/THEFT,94115
MISSING PERSON,94101
VANDALISM,94116
LARCENY/THEFT,94109
"SEX OFFENSES, FORCIBLE",94115
SUSPICIOUS OCC,94115
LARCENY/THEFT,94115
ASSAULT,94112
DRUG/NARCOTIC,94102
OTHER OFFENSES,94108
SUSPICIOUS OCC,94109
SUSPICIOUS OCC,94104
DRUNKENNESS,94117
OTHER OFFENSES,94112
DRUNKENNESS,94111
LARCENY/THEFT,Not in San Francisco
DRUG/NARCOTIC,94108
OTHER OFFENSES,94141
OTHER OFFENSES,94112
ASSAULT,94108
VANDALISM,94112
LARCENY/THEFT,Not in San Francisco
OTHER OFFENSES,94122
STOLEN PROPERTY,94101
BURGLARY,94107
NON-CRIMINAL,94112
NON-CRIMINAL,94101
SECONDARY CODES,94107
DRIVING UNDER THE INFLUENCE,94114
SECONDARY CODES,94141
NON-CRIMINAL,94108
OTHER OFFENSES,94101
VANDALISM,94108
OTHER OFFENSES,94114
LARCENY/THEFT,94117
OTHER OFFENSES,94108
NON-CRIMINAL,94104
LARCENY/THEFT,94105
LARCENY/THEFT,94104
NON-CRIMINAL,94111
NON-CRIMINAL,94104
NON-CRIMINAL,94141
VEHICLE THEFT,94112
MISSING PERSON,94101
BURGLARY,94108
OTHER OFFENSES,94109
ROBBERY,94101
ASSAULT,94141
LARCENY/THEFT,94104
EMBEZZLEMENT,94110
VANDALISM,94101
ASSAULT,94108
NON-CRIMINAL,94116
SUSPICIOUS OCC,94141
OTHER OFFENSES,94188
OTHER OFFENSES,94124
OTHER OFFENSES,94134
NON-CRIMINAL,94101
OTHER OFFENSES,94124
SUSPICIOUS OCC,94116
NON-CRIMINAL,94141
NON-CRIMINAL,94112
NON-CRIMINAL,94118
NON-CRIMINAL,94124
OTHER OFFENSES,94124
VANDALISM,Not in San Francisco
LARCENY/THEFT,94102
ROBBERY,94104
NON-CRIMINAL,94124
SECONDARY CODES,94133
ASSAULT,94133
OTHER OFFENSES,94112
LARCENY/THEFT,94102
NON-CRIMINAL,94108
SUSPICIOUS OCC,94117
OTHER OFFENSES,94141
NON-CRIMINAL,94101
ASSAULT,94104
LARCENY/THEFT,94104
VANDALISM,94127
DRUG/NARCOTIC,94108
OTHER OFFENSES,94134
NON-CRIMINAL,94110
OTHER OFFENSES,94132
ASSAULT,94122
NON-CRIMINAL,94109
WARRANTS,94102
VEHICLE THEFT,94124
OTHER OFFENSES,94108
ASSAULT,94101
MISSING PERSON,94117
NON-CRIMINAL,Not in San Francisco
NON-CRIMINAL,94127
NON-CRIMINAL,94108
LARCENY/THEFT,94102
ASSAULT,94102
SUSPICIOUS OCC,94101
NON-CRIMINAL,94102
TRESPASS,94188
NON-CRIMINAL,94101
OTHER OFFENSES,94188
DRUG/NARCOTIC,94141
SUSPICIOUS OCC,94104
SECONDARY CODES,94110
LARCENY/THEFT,94108
NON-CRIMINAL,94141
BURGLARY,94107
OTHER OFFENSES,94109
OTHER OFFENSES,94131
OTHER OFFENSES,94108
FRAUD,94143
LARCENY/THEFT,Not in San Francisco
OTHER OFFENSES,94134
DRUG/NARCOTIC,94121
OTHER OFFENSES,94102
NON-CRIMINAL,94101
DISORDERLY CONDUCT,94109
MISSING PERSON,94118
WARRANTS,94117
LARCENY/THEFT,94101
SUSPICIOUS OCC,94109
LARCENY/THEFT,94134
SUSPICIOUS OCC,94123
ROBBERY,94101
NON-CRIMINAL,94108
LARCENY/THEFT,94143
OTHER OFFENSES,94101
SECONDARY CODES,94108
OTHER OFFENSES,94102
NON-CRIMINAL,94124
OTHER OFFENSES,94104
NON-CRIMINAL,94102
VANDALISM,94110
WARRANTS,94101
SUSPICIOUS OCC,94109
NON-CRIMINAL,94114
SUSPICIOUS OCC,94121
OTHER OFFENSES,94141
VANDALISM,94133
OTHER OFFENSES,94115
